IDNr,Genus,Species,Cultivar,Dutch,English,From_where,Rootstock_species,Rootstock_source,Date_seeded,Date_grafted,Date_planted,Date_sold,Price,Size,Pot,Picture_filename,Comment,Customer,Long,Lat
21-0885,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-16,2021-03-08,,30,,W,,"30+30+16 in kratten, entomatic ?, bed 6",,,
21-0886,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-16,2021-03-08,,30,,W,,"30+30+16 in kratten, entomatic ?, bed 6",,,
21-0887,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-16,2021-03-08,,30,,W,,"30+30+16 in kratten, entomatic ?, bed 6",,,
21-0888,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-16,2021-03-08,,30,,W,,"30+30+16 in kratten, entomatic ?, bed 6",,,
21-0889,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-16,2021-03-08,,30,,W,,"30+30+16 in kratten, entomatic ?, bed 6",,,
21-0890,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-16,2021-03-08,,30,,W,,"30+30+16 in kratten, entomatic ?, bed 6",,,
21-0891,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0892,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0893,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0894,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0895,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0896,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0897,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0898,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0899,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0900,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0901,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0902,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0903,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0904,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0905,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0906,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0907,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0908,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0909,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,10,20-60,C3,,22x in C3 potten,,,
21-0910,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,,20-60,x,,22x in C3 potten,,,
21-0911,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,,20-60,x,,22x in C3 potten,,,
21-0912,Rubus,fruticosus,Chester thornfree,Doornloze braam,Thornless Blackberry,Goran’s tuin,,,,,2021-03-12,,,20-60,x,,22x in C3 potten,,,
21-0913,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0914,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0915,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0916,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0917,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0918,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0919,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0920,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0921,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0922,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0923,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0924,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0925,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0926,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0927,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0928,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0929,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0930,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0931,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0932,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0933,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0934,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0935,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0936,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0937,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0938,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0939,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0940,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0941,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0942,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0943,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0944,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0945,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0946,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0947,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0948,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0949,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0950,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0951,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0952,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0953,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0954,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0955,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0956,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0957,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0958,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0959,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0960,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0961,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0962,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0963,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0964,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0965,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0966,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0967,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0968,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0969,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0970,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0971,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0972,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0973,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0974,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0975,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0976,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0977,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0978,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0979,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0980,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0981,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0982,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0983,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0984,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0985,Castanea,sativa,Marron de Lyon,Tamme kastanje,Chestnut,De Smallekamp,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"30+30+13 in kratten, entomatic 1, bed 2",,,
21-0986,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0987,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0988,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0989,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0990,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0991,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0992,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0993,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0994,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0995,Castanea,sativa,Vincent van Gogh,Tamme kastanje,Chestnut,Voedselbos Laakoever,Castanea sativa,PCC van Hasselt,,2021-02-22,2021-03-15,,30,,W,,"5+5 in grote potten, entomatic 1, bed 2",,,
21-0996,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-0997,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-0998,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-0999,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1000,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1001,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1002,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1003,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1004,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1005,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1006,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1007,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1008,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1009,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1010,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1011,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1012,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1013,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1014,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1015,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1016,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1017,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1018,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
21-1019,Malus,domestica,Alkmene,Appel,Apple,Eemhorst,Malus domestica M9,Verbeek,,2021-03-05,,,20,,W,,6x5 in grote potten,,,
