IDNr,Genus,Species,Cultivar,Dutch,English,From_where,Rootstock_species,Rootstock_source,Date_seeded,Date_grafted,Date_planted,Date_sold,Price,Size,Pot,Picture_filename,Comment,Customer,Long,Lat
21-0133,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,0,,x,,53x uit tafel 1 (entomatic #6),,,
21-0134,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,0,,x,,53x uit tafel 1 (entomatic #6),,,
21-0135,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,0,,x,,53x uit tafel 1 (entomatic #6),,,
21-0136,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,0,,x,,53x uit tafel 1 (entomatic #6),,,
21-0137,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,53x uit tafel 1 (entomatic #6),,,
21-0138,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,0,,x,,53x uit tafel 1 (entomatic #6),,,
21-0139,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,0,,x,,53x uit tafel 1 (entomatic #6),,,
21-0140,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,53x uit tafel 1 (entomatic #6),,,
21-0141,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,53x uit tafel 1 (entomatic #6),,,
21-0142,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,53x uit tafel 1 (entomatic #6),,,
21-0143,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0144,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,C3,,53x uit tafel 1 (entomatic #6),,,
21-0145,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,,30,,W,,53x uit tafel 1 (entomatic #6),,,
21-0146,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0147,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0148,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
21-0149,Castanea,sativa x cr.,Marigoule,Tamme kastanje,Chestnut,Ketelbroek,Castanea sativa,J.Aerts,,2020-01-07,2021-01-30,2021-05-26,,,x,,53x uit tafel 1 (entomatic #6),,,
